,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5733,No,Male,0,Yes,No,45,One year,No,Bank transfer (automatic),78.8,3597.5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
5734,No,Female,0,Yes,Yes,61,Month-to-month,No,Electronic check,59.8,3641.5,Yes,Yes,DSL,Yes,Yes,No,No,No,No
5735,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5736,No,Female,0,Yes,No,33,One year,Yes,Credit card (automatic),53.75,1857.3,Yes,No,DSL,No,Yes,No,Yes,No,No
5737,Yes,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,No,DSL,No,No,No,No,No,No
5738,Yes,Female,0,Yes,No,8,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5739,,Female,0,Yes,Yes,69,Two year,Yes,Credit card (automatic),43.95,2960.1,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
5740,No,Female,0,Yes,Yes,26,Two year,No,Credit card (automatic),19.65,494.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5741,No,Female,0,No,No,23,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,Yes,No,Fiber optic,Yes,No,No,No,No,No
5742,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,44.65,44.65,No,No phone service,DSL,No,Yes,No,Yes,No,Yes
5743,Yes,Female,0,No,No,2,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5744,No,Male,1,Yes,No,13,Month-to-month,No,Credit card (automatic),93.8,1261,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5745,Yes,Female,0,Yes,Yes,1,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5746,No,Female,0,Yes,No,4,Month-to-month,Yes,Electronic check,29.05,129.6,No,No phone service,DSL,Yes,No,No,No,No,No
5747,No,Male,0,No,No,1,Month-to-month,Yes,Credit card (automatic),19.75,19.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5748,Yes,Male,0,No,No,22,Month-to-month,No,Electronic check,59.0,1254.7,Yes,Yes,DSL,Yes,Yes,No,No,No,No
5749,Yes,Female,0,No,Yes,2,Month-to-month,Yes,Electronic check,19.6,35.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5750,Yes,Male,0,No,No,1,Month-to-month,No,Electronic check,35.9,35.9,No,No phone service,DSL,No,No,No,No,No,Yes
5751,No,Female,0,No,No,21,Month-to-month,Yes,Electronic check,68.65,1493.2,Yes,No,Fiber optic,No,No,No,No,No,No
5752,No,Male,1,Yes,No,45,One year,Yes,Bank transfer (automatic),98.7,4525.8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
5753,No,Female,0,No,No,12,Month-to-month,Yes,Electronic check,86.55,1066.9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5754,No,Male,0,Yes,Yes,72,Two year,No,Credit card (automatic),64.45,4720,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
5755,No,Male,0,Yes,Yes,63,Two year,No,Credit card (automatic),74.5,4674.55,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
5756,Yes,Female,0,Yes,No,15,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5757,No,Male,0,Yes,No,43,One year,Yes,Electronic check,80.2,3581.6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
5758,No,Female,1,Yes,No,60,Two year,Yes,Bank transfer (automatic),110.0,6668.35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5759,No,Male,0,Yes,No,31,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,Yes,Yes,DSL,No,No,No,No,Yes,No
5760,No,Female,0,Yes,Yes,53,One year,No,Bank transfer (automatic),19.55,1007.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5761,No,Female,1,No,No,67,Month-to-month,No,Electronic check,54.9,3725.5,Yes,Yes,DSL,No,Yes,No,No,No,No
5762,No,Male,0,No,No,72,Two year,No,Credit card (automatic),88.55,6362.35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5763,No,Female,0,No,Yes,4,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5764,No,Female,0,No,Yes,51,One year,No,Bank transfer (automatic),60.15,3077,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
5765,No,Female,0,No,No,15,Month-to-month,Yes,Mailed check,48.8,720.1,Yes,Yes,DSL,No,No,No,No,No,No
5766,No,Female,0,Yes,Yes,69,Two year,No,Credit card (automatic),19.8,1436.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5767,No,Male,0,No,No,4,Month-to-month,No,Mailed check,44.55,220.75,Yes,No,DSL,No,No,No,No,No,No
5768,No,Female,0,No,No,1,Month-to-month,No,Mailed check,19.9,19.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5769,No,Male,0,No,No,55,One year,Yes,Mailed check,100.9,5552.05,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
5770,No,Male,0,No,No,4,Month-to-month,No,Mailed check,42.4,146.4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
5771,Yes,Female,0,No,No,2,Month-to-month,Yes,Electronic check,42.6,72.4,No,No phone service,DSL,Yes,Yes,No,No,No,Yes
5772,Yes,Male,0,No,No,45,Month-to-month,Yes,Credit card (automatic),100.85,4740,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5773,No,Female,0,Yes,No,19,Month-to-month,No,Mailed check,44.9,839.65,Yes,No,DSL,No,No,No,No,No,No
5774,Yes,Male,1,Yes,No,3,Month-to-month,Yes,Mailed check,36.45,93.7,No,No phone service,DSL,No,No,No,No,Yes,No
5775,Yes,Female,0,Yes,No,28,Month-to-month,Yes,Electronic check,104.8,3046.05,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5776,No,Female,0,Yes,Yes,23,Month-to-month,No,Electronic check,85.6,1868.4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5777,Yes,Male,0,No,No,1,Month-to-month,No,Electronic check,20.55,20.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5778,No,Female,0,No,No,25,Month-to-month,Yes,Electronic check,48.25,1293.8,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5779,No,Male,0,Yes,No,71,Two year,No,Credit card (automatic),80.4,5727.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5780,No,Male,0,No,No,14,Month-to-month,No,Electronic check,76.45,1117.55,Yes,No,Fiber optic,No,No,Yes,No,No,No
5781,No,Male,0,No,No,24,One year,No,Bank transfer (automatic),54.6,1242.25,Yes,Yes,DSL,No,No,No,Yes,No,No
5782,No,Male,1,No,No,56,Month-to-month,Yes,Electronic check,101.05,5594,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5783,Yes,Male,1,Yes,No,1,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5784,No,Male,1,Yes,No,7,Month-to-month,No,Electronic check,64.2,475,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
5785,No,Female,0,No,No,5,Month-to-month,Yes,Electronic check,64.35,352.65,Yes,No,DSL,Yes,No,No,Yes,Yes,No
5786,Yes,Female,0,Yes,No,1,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,No,Fiber optic,No,No,No,No,No,No
5787,No,Female,0,Yes,Yes,19,Month-to-month,Yes,Mailed check,24.85,434.8,No,No phone service,DSL,No,No,No,No,No,No
5788,Yes,Female,0,No,No,7,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,Yes,Fiber optic,No,No,No,No,No,No
5789,No,Female,0,Yes,Yes,16,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,Yes,No,Fiber optic,No,Yes,No,No,No,No
5790,No,Female,0,Yes,Yes,10,One year,Yes,Mailed check,65.9,660.05,Yes,No,DSL,No,Yes,Yes,No,No,Yes
5791,No,Female,0,No,No,72,Two year,No,Bank transfer (automatic),59.75,4265,Yes,Yes,DSL,Yes,Yes,No,No,No,No
5792,No,Male,1,No,No,51,One year,Yes,Bank transfer (automatic),94.0,4905.75,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5793,No,Male,1,No,No,67,Two year,Yes,Credit card (automatic),116.1,7839.85,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5794,No,Female,1,Yes,No,25,Month-to-month,Yes,Electronic check,69.3,1813.1,Yes,No,Fiber optic,No,No,No,No,No,No
5795,No,Female,0,Yes,Yes,45,Month-to-month,No,Mailed check,81.3,3541.1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5796,No,Male,0,No,No,1,Month-to-month,No,Credit card (automatic),19.3,19.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5797,Yes,Female,0,No,No,30,Month-to-month,No,Electronic check,85.15,2555.9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
5798,No,Male,0,Yes,Yes,11,Month-to-month,No,Electronic check,90.6,1020.2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5799,No,Female,0,Yes,No,20,Month-to-month,Yes,Mailed check,81.0,1683.7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
5800,No,Male,0,Yes,No,70,Two year,No,Credit card (automatic),114.3,8244.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5801,Yes,Male,0,No,No,38,One year,Yes,Mailed check,62.3,2354.8,Yes,No,DSL,No,No,Yes,Yes,No,Yes
5802,Yes,Female,1,Yes,No,1,Month-to-month,Yes,Electronic check,24.8,24.8,No,No phone service,DSL,No,No,No,No,No,No
5803,Yes,Male,0,No,No,3,Month-to-month,Yes,Electronic check,98.7,293.65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5804,No,Female,0,Yes,Yes,64,One year,Yes,Bank transfer (automatic),104.4,6721.6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
5805,No,Male,0,No,No,65,Two year,Yes,Credit card (automatic),19.55,1218.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5806,Yes,Female,0,No,No,9,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5807,No,Female,0,No,No,60,One year,No,Electronic check,64.75,4039.5,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
5808,No,Male,0,No,No,35,Two year,No,Bank transfer (automatic),21.45,705.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5809,No,Male,0,No,No,11,Month-to-month,No,Mailed check,34.7,383.55,No,No phone service,DSL,No,Yes,Yes,No,No,No
5810,Yes,Female,0,Yes,Yes,33,Two year,Yes,Mailed check,24.5,740.3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5811,No,Female,0,No,No,36,One year,No,Bank transfer (automatic),85.85,3003.55,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5812,No,Male,0,No,No,3,Month-to-month,Yes,Mailed check,89.85,244.45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
5813,No,Male,0,No,No,31,Two year,No,Bank transfer (automatic),99.45,3109.9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
5814,No,Male,0,No,No,27,Month-to-month,Yes,Credit card (automatic),19.4,460.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5815,Yes,Female,1,No,No,40,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
5816,Yes,Female,0,Yes,Yes,3,Month-to-month,No,Mailed check,44.3,134.5,Yes,No,DSL,No,No,No,No,No,No
5817,No,Female,0,No,No,52,Two year,No,Mailed check,39.1,1982.1,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
5818,No,Male,0,No,Yes,21,Month-to-month,No,Electronic check,80.35,1747.2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5819,No,Female,0,Yes,No,24,Month-to-month,No,Mailed check,66.3,1559.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
5820,No,Male,0,Yes,No,67,One year,Yes,Bank transfer (automatic),88.4,5798.3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
5821,No,Male,0,No,No,10,Month-to-month,Yes,Credit card (automatic),54.5,568.2,Yes,Yes,DSL,Yes,No,No,No,No,No
5822,No,Male,0,No,No,8,Month-to-month,No,Bank transfer (automatic),70.7,553.4,Yes,No,Fiber optic,No,No,No,No,No,No
5823,,Female,0,No,No,3,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,Yes,Fiber optic,No,No,No,No,No,No
5824,No,Male,0,No,No,6,Month-to-month,No,Mailed check,18.95,110.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5825,Yes,Female,0,No,No,21,Month-to-month,Yes,Electronic check,97.35,2119.5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5826,No,Male,0,Yes,Yes,65,Two year,No,Mailed check,19.9,1292.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5827,No,Male,0,Yes,Yes,72,Two year,Yes,Credit card (automatic),84.5,6130.85,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5828,No,Female,0,No,Yes,66,Two year,Yes,Credit card (automatic),90.95,5930.05,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
5829,No,Male,0,Yes,No,66,Two year,No,Bank transfer (automatic),91.7,6075.9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5830,No,Male,0,No,No,47,One year,Yes,Electronic check,103.1,4889.3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5831,No,Male,0,No,No,4,Month-to-month,Yes,Credit card (automatic),20.7,83.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5832,No,Male,0,No,Yes,21,Two year,No,Mailed check,19.6,397,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5833,No,Female,0,Yes,No,25,Month-to-month,Yes,Electronic check,74.6,1797.75,Yes,No,Fiber optic,No,No,Yes,No,No,No
5834,Yes,Male,0,No,No,24,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
5835,,Male,0,No,No,8,Month-to-month,Yes,Mailed check,70.1,551.35,Yes,No,Fiber optic,No,No,No,No,No,No
5836,No,Female,0,Yes,Yes,72,Two year,No,Mailed check,24.9,1859.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5837,No,Female,0,No,No,36,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
5838,No,Male,0,Yes,Yes,49,Month-to-month,Yes,Electronic check,39.2,1838.15,No,No phone service,DSL,Yes,No,No,No,No,Yes
5839,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5840,No,Male,0,Yes,Yes,18,Month-to-month,No,Electronic check,83.25,1611.15,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5841,No,Male,0,Yes,Yes,15,Month-to-month,No,Mailed check,75.1,1151.55,Yes,No,Fiber optic,Yes,No,No,No,No,No
5842,Yes,Male,0,Yes,No,8,Month-to-month,No,Electronic check,75.0,632.95,Yes,No,Fiber optic,Yes,No,No,No,No,No
5843,No,Male,0,Yes,No,8,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5844,No,Male,1,No,No,54,One year,No,Bank transfer (automatic),65.25,3529.95,Yes,No,DSL,No,No,Yes,Yes,No,Yes
5845,No,Male,0,Yes,No,42,One year,No,Credit card (automatic),56.1,2386.85,Yes,Yes,DSL,Yes,No,No,No,No,No
5846,No,Female,0,Yes,Yes,13,Two year,Yes,Bank transfer (automatic),25.0,332.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5847,No,Female,0,No,No,66,Two year,Yes,Credit card (automatic),25.15,1683.6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5848,No,Female,0,Yes,No,63,One year,Yes,Credit card (automatic),81.2,4965.1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5849,No,Male,0,No,No,71,Two year,No,Bank transfer (automatic),80.6,5708.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5850,No,Female,0,Yes,No,15,Month-to-month,No,Credit card (automatic),20.45,330.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5851,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,No,Fiber optic,No,No,No,No,No,No
5852,No,Female,0,No,No,10,Month-to-month,Yes,Electronic check,21.2,222.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5853,No,Female,0,No,No,2,Month-to-month,No,Mailed check,20.1,39.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5854,No,Female,0,No,No,15,Two year,No,Bank transfer (automatic),25.05,369.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5855,No,Female,0,Yes,No,53,One year,No,Electronic check,110.5,5835.5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5856,Yes,Male,0,No,No,14,Month-to-month,Yes,Electronic check,50.75,712.75,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5857,No,Female,0,Yes,Yes,35,One year,No,Mailed check,19.65,708.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5858,Yes,Male,1,No,No,15,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5859,No,Female,1,No,No,43,Month-to-month,Yes,Electronic check,90.25,3838.75,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
5860,No,Female,0,Yes,Yes,72,Two year,Yes,Electronic check,115.5,8425.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5861,No,Male,1,No,No,55,Month-to-month,Yes,Electronic check,116.5,6382.55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5862,No,Female,1,Yes,No,66,One year,Yes,Bank transfer (automatic),70.85,4738.85,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No
5863,Yes,Female,1,No,No,23,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
5864,No,Female,0,Yes,No,40,Month-to-month,No,Credit card (automatic),56.6,2379.1,Yes,Yes,DSL,No,Yes,No,No,No,No
5865,Yes,Male,0,Yes,No,42,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5866,Yes,Female,1,No,No,15,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,No,Fiber optic,No,Yes,No,No,No,No
5867,No,Male,0,No,No,22,One year,No,Mailed check,19.6,422.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5868,No,Female,1,Yes,No,56,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5869,No,Female,1,No,No,72,Two year,Yes,Bank transfer (automatic),107.4,7748.75,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
5870,No,Male,0,Yes,Yes,62,Two year,Yes,Bank transfer (automatic),24.25,1424.6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5871,,Female,1,Yes,No,71,Two year,Yes,Bank transfer (automatic),109.7,7904.25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5872,No,Male,1,Yes,No,71,Two year,Yes,Bank transfer (automatic),115.05,8016.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5873,No,Female,0,Yes,Yes,39,Month-to-month,Yes,Mailed check,59.85,2341.5,Yes,No,DSL,No,No,Yes,No,Yes,No
5874,No,Male,0,Yes,No,50,One year,Yes,Electronic check,103.95,5231.3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5875,No,Female,0,No,No,55,One year,Yes,Credit card (automatic),84.25,4589.85,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
5876,Yes,Male,0,Yes,No,40,One year,Yes,Electronic check,42.35,1716.45,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
5877,No,Female,0,No,No,6,Month-to-month,Yes,Electronic check,89.25,487.05,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
5878,No,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),68.75,4888.2,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
5879,No,Male,0,Yes,No,69,Two year,No,Bank transfer (automatic),60.25,4055.5,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
5880,No,Female,0,No,No,1,Month-to-month,No,Mailed check,71.1,71.1,Yes,No,Fiber optic,No,No,No,No,No,No
5881,No,Male,1,Yes,No,63,Two year,No,Credit card (automatic),108.5,6991.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5882,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,71.35,71.35,Yes,No,Fiber optic,No,No,No,No,No,No
5883,No,Male,0,No,No,66,One year,No,Bank transfer (automatic),25.45,1699.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5884,No,Male,0,Yes,Yes,63,Two year,No,Mailed check,19.55,1245.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5885,No,Male,0,Yes,Yes,12,Month-to-month,Yes,Electronic check,21.15,306.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5886,No,Male,0,Yes,No,62,Two year,Yes,Credit card (automatic),38.6,2345.55,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
5887,No,Male,0,No,No,1,Month-to-month,No,Mailed check,20.2,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5888,No,Male,0,Yes,Yes,10,Month-to-month,No,Mailed check,60.2,563.5,Yes,No,DSL,No,No,Yes,No,Yes,No
5889,No,Male,1,No,No,49,Two year,No,Credit card (automatic),81.35,4060.9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5890,No,Female,0,No,Yes,22,One year,Yes,Credit card (automatic),49.45,1031.4,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5891,No,Female,0,Yes,Yes,62,One year,No,Credit card (automatic),54.75,3425.35,Yes,No,DSL,Yes,No,Yes,No,No,No
5892,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,No,Fiber optic,No,No,No,No,No,No
5893,Yes,Female,0,Yes,No,6,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5894,No,Male,1,No,No,54,Month-to-month,Yes,Electronic check,90.05,4931.8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
5895,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,No,Fiber optic,No,No,No,No,Yes,No
5896,Yes,Female,1,No,No,9,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5897,No,Female,1,No,Yes,33,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5898,No,Male,0,No,No,64,Two year,No,Credit card (automatic),86.55,5632.55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5899,Yes,Male,1,No,No,1,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,No,Fiber optic,No,No,No,No,No,No
5900,Yes,Female,1,No,No,27,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5901,Yes,Male,0,No,No,16,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
5902,No,Male,0,No,Yes,1,Month-to-month,Yes,Electronic check,49.85,49.85,Yes,No,DSL,No,No,Yes,No,No,No
5903,No,Male,1,No,No,65,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
5904,No,Female,1,No,No,71,One year,Yes,Credit card (automatic),99.65,7181.25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
5905,Yes,Female,0,No,No,10,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,Yes,Fiber optic,No,No,No,No,No,No
5906,Yes,Female,0,No,No,13,Month-to-month,Yes,Electronic check,35.1,446.1,No,No phone service,DSL,No,No,No,No,No,Yes
5907,No,Female,0,Yes,Yes,24,Two year,Yes,Credit card (automatic),21.1,490.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5908,No,Female,0,Yes,Yes,67,Two year,No,Credit card (automatic),35.7,2545.7,No,No phone service,DSL,Yes,No,No,Yes,No,No
5909,No,Male,0,No,No,14,Month-to-month,Yes,Mailed check,31.1,419.7,No,No phone service,DSL,No,Yes,No,No,No,No
5910,No,Male,1,Yes,No,24,Month-to-month,No,Mailed check,34.25,828.2,No,No phone service,DSL,No,No,Yes,Yes,No,No
5911,No,Female,0,No,No,70,Two year,Yes,Mailed check,111.15,7737.55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5912,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,20.3,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5913,No,Male,1,Yes,No,9,One year,No,Credit card (automatic),19.85,183.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5914,No,Male,0,No,No,10,One year,No,Mailed check,19.5,225.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5915,Yes,Male,0,Yes,No,65,One year,No,Electronic check,89.75,5769.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
5916,Yes,Male,1,No,No,1,Month-to-month,No,Electronic check,45.1,45.1,Yes,No,DSL,No,No,No,No,No,No
5917,No,Female,0,No,No,30,One year,Yes,Credit card (automatic),79.3,2427.1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
5918,No,Male,0,No,Yes,13,Month-to-month,No,Mailed check,44.0,659.35,Yes,No,DSL,No,No,No,No,No,No
